,Audio Visual Equipment and Electronics,,Architektonische Dienstleistungen,,Audiovisuell utrustning och elektronik,,Matériel audiovisuel,,,Οπτικοακουστικός Εξοπλισμός και Ηλεκτρονικά,,Equipo audiovisual y electrónico,,Equipamento Audiovisual e Eletrónica,,Audiovizuální vybavení a elektronika,,Avdio-vizualna oprema in elektronika,,Audiovizuálne vybavenie a elektronika,,Audio-video oprema i elektronika,
,Carpenters,,Audiovisuelle Ausrüstung und Elektronik,,Snickare,,Menuisiers,,,Ξυλουργοί,,Carpinteros,,Carpinteiros,,Truhláři,,Tesarji,,Stolári,,Stolari,
,Residential Construction,,Schreiner,,Byggnadskonstruktion,,Construction résidentielle,,,Κατασκευή Κατοικιών,,Construcción residencial,,Construção Residencial,,Rezidenční výstavba,,Stanovanjska gradnja,,Výstavba bytov,,Stanogradnja,
,Clinics,,Häuserbau,,Kliniker,,Cliniques,,,Κλινικές,,Clínicas,,Clínicas,,Kliniky,,Klinike,,Kliniky,,Klinike,
,Medical Practices,,Kliniken,,Läkarmottagningar,,Cabinets médicaux,,,Ιατρικές Πρακτικές,,Practicantes médicos,,Práticas Médicas,,Praktičtí lékaři,,Zdravniške prakse,,Lekárske ambulancie,,Medicinska praksa,
,Computer Sales,,Medizinische Praxen,,Datorer,,Vente d’ordinateurs,,,Πωλήσεις Υπολογιστών,,Venta de ordenadores,,Vendas de Computadores,,Prodej počítačů,,Prodaja računalnikov,,Predaj počítačov,,Prodaja računara,
,Fabric Shops,,Computerverkauf,,Tygaffärer,,Magasins de tissus,,,Καταστήματα Υφασμάτων,,Tienda de telas,,Lojas de Tecidos,,Prodejny s látkami,,Prodaja tkanin,,Obchody s látkami,,Prodavnice tkanina,
,Landscape Architects,,Stoffgeschäfte,,Landskapsarkitekter,,Aménagement du paysage,,,Αρχιτέκτονες Τοπίου,,Paisajistas,,Arquitectos Paisagistas,,Krajinní architekti,,Krajinski arhitekti,,Krajinní a záhradní architekti,,Pejzažni arhitekti,
,Furniture Manufacturing,,Landschaftsarchitekten,,Möbelverkstäder,,Production de meubles,,,Κατασκευή Επίπλων,,Fabricación de muebles,,Fabrico de Mobília,,Výroba nábytku,,Izdelava pohištva,,Výroba nábytku,,Proizvodnja namještaja,
,Wooden Floors and Laminates Manufacturing; Sales and Installation,,Möbelbau,,"Trägolv och laminat: Tillverkning, försäljning och installation ",,Production de planchers en bois et de revêtements de sols stratifiés ; Vente et installation,,,Κατασκευή Ξύλινων και Πλαστικοποιημένων Δαπέδων: Πωλήσεις και Εγκατάσταση,,"Fabricación, venta e instalación de laminados y suelos de madera",,Fabrico de Pisos e Laminados de Madeira; Vendas e Instalação,,Výroba dřevěných podlah a laminátů; prodej a montáž,,Izdelava lesenih tal in laminatov; Prodaja in namestitev,,"Výroba drevených podláh a laminátu, predaj a montáž",,Proizvodnja drvenih podova i laminata; Prodaja i montaža,
,Door Manufacturing; Sales and Fitting,,Holzböden und Laminat; Verkauf und Einbau,,Dörrtillverkning: Försäljning och inpassning,,Production de portes ; Vente et installation,,,Κατασκευή Θυρών: Πωλήσεις και Τοποθέτηση,,"Fabricación, venta e instalación de puertas",,Fabrico de Portas; Vendas e Montagem,,Výroba dveří; prodej a montáž,,Izdelava vrat; Prodaja in namestitev,,"Výroba dverí, predaj a osadenie",,Proizvodnja vrata; Prodaja i montaža,
,Bead Shops,,Türenbau; Verkauf und Anpassung,,Pärlbutiker,,Boutiques de perles,,,Καταστήματα Χαντρών,,Tiendas de abalorios,,Lojas de Pérolas,,Prodejny s korálky,,Prodaja biserjev,,Obchody s gorálkami,,Prodavnice perli,
,Wedding Agents,,Schmuckläden,,Bröllopsarrangörer,,Planificateurs de mariage,,,Διοργανωτές Γάμων,,Agentes de boda,,Agentes de Casamento,,Zprostředkovatelé svateb,,Poročni agenti,,Svadobné agentúry,,Agenti za vjenčanja,
,Wedding Shops,,Hochzeitsplaner,,Bröllopsbutiker,,Boutiques de mariage,,,Καταστήματα Ειδών Γάμου,,Tiendas de boda,,Lojas de Casamento,,Svatební potřeby,,Poročne trgovine,,Svadobné obchody,,Prodavnice svadbene opreme,
,Souvenir and Gift Shops,,Hochzeitsgeschäfte,,Souvenir- och presentaffärer,,Boutiques souvenirs,,,Καταστήματα Ενθυμίων και Δώρων,,Tiendas de regalos y souvenirs ,,Lojas de Lembranças e Presentes,,Prodejny se suvenýry a dárky,,Trgovine s spominki in darili,,Obchody so suvenírmi a darčekmi,,Prodavnice suvenira i poklona,
,Ladies Clothes Shops,,Souvenir- und Geschenkshops,,Damkläder,,Boutiques de vêtements pour femmes,,,Καταστήματα Γυναικείων Ενδυμάτων,,Tiendas de ropa femenina,,Lojas de Vestuário de Senhora,,Prodejny s dámským oblečením,,Trgovine z ženskimi oblačili,,Obchody so ženským oblečením,,Prodavnice ženske odjeće,
,24 Hour Shops,,24-Stunden-Geschäfte,,Dygnet-runt-öppna butiker,,Boutiques 24 h,,,Καταστήματα Ανοικτά Όλο το 24ωρο,,Tiendas 24 horas,,Lojas 24 Horas,,Nonstop prodejny,,24 ur trgovine,,Nonstop obchody,,Dragstori,
,Alcohol and Soft Beverages Shops,,Getränkehandel,,Öl- och läskaffärer,,Boutiques d’alcool et de boissons alcoolisées,,,Καταστήματα Οινοπνευματωδών και Αναψυκτικών,,Tiendas de alcohol y bebidas,,Lojas de Bebidas Alcoólicas e Refrigerantes,,Prodejny a alkoholem a nápoji,,Trgovine z alkoholom in pijačo,,Obchod s alkoholickými a nealko nápojmi,,Prodavnice alkoholnih i bezalkoholnih pića,
,Children's Goods and Toys Shops,,Kinderspielzeugläden,,Leksaksaffärer,,Magasins de jouets et produits pour enfants,,,Καταστήματα Παιδικών Ειδών και Παιχνιδιών,,Tiendas de juguetes y artículos para niños,,Lojas de Artigos e Brinquedos de Criança,,Zboží pro děti a hračkářství,,Trgovine z otroškimi igračami in pripomočki,,Hračkárstvo a tovar pre deti,,Prodavnice dječijih igračaka i robe,
,Electrical Appliance Shops,,Geschäfte für Haushaltsgeräte,,Elbutiker,,Boutique d’électroménagers,,,Καταστήματα Ηλεκτρικών Συσκευών,,Tiendas de electrodomésticos,,Lojas de Eletrodomésticos,,Prodejny s elektrickými spotřebiči,,Trgovine z električnimi napravami,,Obchod s elektrospotrebičmi,,Prodavnice električnih aparata,
,Erotic Shops,,Sex-Shops,,Sexbutiker,,Boutiques érotiques,,,Καταστήματα Ερωτικών Ειδών,,Tiendas eróticas,,Lojas Eróticas,,Sexshopy,,Erotične trgovine,,Erotické obchody,,Prodavnice erotske robe,
,Coffee; Tea; Herbs and Spices Shops,,"Kaffee-, Tee-, Kräuter- und Gewürzläden",,Kaffe- och tebutiker,,"Boutiques de café, de thé, d’herbes et d’épices",,,"Καταστήματα Καφέ, Τσαγιού, Βοτάνων και Μπαχαρικών",,"Tiendas de café, té, hierbas y especias",,Café; Chá ; Lojas de Ervas e Especiarias,,"Prodejny s kávou, čajem, bylinkami a kořením",,Kava; Čaj; Trgovine z začimbami in zelišči,,"Obchody s kávou, čajom, rastlinami a koreniami",,"Prodavnice kafe, čaja, bilja i začina",
,Leather and Fur Goods Shops,,Läden für Leder- und Pelzbedarf,,Läder och pälsaffärer,,Magasins de cuir et de fourrure,,,Καταστήματα Δερμάτινων Ειδών και Γουναρικών,,Tiendas de cuero y piel,,Lojas de Artigos de Couro e Pele,,Prodejny se zbožím z kůže a kožešiny,,Trgovine z usnjem in krznom,,Obchody predávajúce kožušiny a kožený tovar,,Prodavnice kože i krzna,
,Hunting and Fishing Accessories Shops,,Läden für Jagd- und Fischereizubehör,,Butiker för jakt- och fiskeutrustning,,Boutiques de chasse et de pêche,,,Καταστήματα Αξεσουάρ Κυνηγιού και Ψαρέματος,,Tiendas de accesorios para caza y pesca,,Lojas de Acessórios para Caça e Pesca,,Prodejny s potřebami pro lov a rybaření,,Trgovine s pripomočki za lov in ribarjenje,,Obchody predávajúce lovecké a rybárske príslušenstvo,,Prodavnice pribora za lov i ribolov,
,Specialized Shops for Disabled People,,Spezialläden für Menschen mit Behinderung,,Specialbutiker för handikappade,,Boutiques spécialisées pour personnes handicapées,,,Ειδικά Καταστήματα για ΑΜΕΑ,,Tiendas especializadas para discapacitados,,Lojas Especializadas para Pessoas com Deficiência,,Specializované prodejny pro hendikepované,,Specializirane trgovine za invalide ,,Špecializované obchody pre handicapovaných ľudí,,Specijalizovane prodavnice za osobe sa invaliditetom,
,Furniture Shops,,Möbelgeschäfte,,Möbelaffärer,,Magasins de meubles,,,Καταστήματα Επίπλων,,Tiendas de muebles,,Lojas de Móveis,,Prodejny nábytku,,Trgovine s pohištvom,,Obchody s nábytkom,,Prodavnice namještaja,
,Mobile Phone Shops,,Handygeschäfte,,Mobiltelefonförsäljare,,Magasins de téléphonie mobile,,,Καταστήματα Κινητών Τηλεφώνων,,Tiendas de teléfonos móviles,,Lojas de Telemóveis,,Prodejny s mobilními telefony,,Trgovine z mobilnimi telefoni,,Obchody s mobilnými telefónmi,,Prodavnice mobilnih telefona,
,Music Shops,,Musikgeschäfte,,Musikaffärer,,Magasins de musique,,,Καταστήματα Μουσικής,,Tiendas de música,,Lojas de Música,,Hudebniny,,Glasbene trgovine,,Hudobniny,,Muzičke prodavnice,
,Men's Fashion Shops,,Männermodegeschäfte,,Herrkläder,,Boutiques de vêtements pour hommes,,,Καταστήματα Ανδρικής Μόδας,,Tiendas de moda masculina,,Lojas de Moda para Homem,,Prodejny s pánskou módou,,Trgovine z moško modo,,Mužské módne obchody,,Prodavnice muške mode,
,Second Hand Clothes Shops,,Secondhand-Läden,,Butiker för begagnade kläder,,Friperies,,,Καταστήματα Μεταχειρισμένου Ρουχισμού,,Tiendas de ropa de segunda mano,,Lojas de Roupa em Segunda Mão,,Secondhandy,,Trgovine z rabljenimi oblačili,,Obchody s oblečením z druhej ruky,,Prodavnice polovne odjeće,
,Clothes and Accessories Shops,,Kleidung und Accessoires ,,Butiker för kläder och accessoarer,,Boutiques de vêtements,,,Καταστήματα Ένδυσης και Αξεσουάρ,,Tiendas de ropa y accesorios,,Lojas de Roupa e Acessórios,,Prodejny s oblečením a doplňky,,Trgovine z oblačili in pripomočki,,Obchody s oblečením a doplnkami,,Prodavnice odjeće i modnih dodataka,
,Shoe Shops,,Schuhgeschäfte,,Skoaffärer,,Magasins de chaussures,,,Καταστήματα Υποδημάτων,,Zapaterías,,Sapatarias,,Prodejny s obuví,,Trgovine s čevlji,,Obuvníctvo,,Prodavnice obuće,
,Shopping Malls,,Shopping Malls,,Gallerior,,Centres d’achats,,,Εμπορικά Κέντρα,,Centros comerciales,,Centros Comerciais,,Nákupní centra,,Nakupovalni centri,,Nákupné centrá,,Tržni centri,
,Artwork Shops,,Kunsthandwerksläden,,Konstbutiker,,Boutiques d’œuvres d’art,,,Καταστήματα Τέχνης,,Tiendas de arte,,Lojas de Peças de Arte,,Prodejny s uměním,,Trgovine z umetninami,,Obchody s umením,,Prodavnice umjetničkih djela,
,Grocery and Convenience Shops,,Gemischtwarenläden,,Mataffärer och närbutiker,,Magasins d’alimentation et épiceries du coin,,,Παντοπωλεία και Καταστήματα Ψιλικών,,Tiendas de conveniencia y de comestibles,,Mercearias e Lojas de Conveniência,,Potraviny,,Trgovine z živili in daljšim delovnim časom,,Potraviny a večierky,,Prodavnice i trgovine mješovitom robom,
,Florists,,Floristen,,Blomsterhandlare,,Fleuristes,,,Ανθοπωλεία,,Floristas,,Floristas,,Květinářství,,Cvetličarne,,Kvetinárstva,,Cvjećare,
,Clock and Watch Shops,,Uhrmacher,,Klockförsäljare,,Horlogeries,,,Καταστήματα Ωρολογοποιίας,,Relojerías,,Relojoarias,,Hodinářství,,Urarne in trgovine z urami,,Hodinárstva,,Prodavnice satova,
,Herbal Pharmacies,,Kräuter-Apotheken,,Naturapotek,,Herboristerie,,,Φαρμακεία Βοτάνων,,Herboristerías,,Farmácias Ervanárias,,Bylinkové lékárny,,Zeliščne lekarne,,Bylinné lekárstva,,Biljne apoteke,
,Hospitals,,Krankenhäuser,,Sjukhus,,Hôpitaux,,,Νοσοκομεία,,Hospitales,,Hospitais,,Nemocnice,,Bolnišnice,,Nemocnice,,Bolnice,
,Alternative Medicine,,Alternative Medizin,,Alternativmedicin,,Médecine douce,,,Εναλλακτική Ιατρική,,Medicina alternativa,,Medicina Alternativa,,Alternativní medicína,,Alternativna medicina,,Alternatívna medicína,,Alternativna medicina,
,Opticians,,Optiker,,Optiker,,Opticiens,,,Οπτικοί,,Ópticas,,Oculistas,,Optiky,,Optiki,,Očná optika,,Optičari,
,Polyclinics,,Mehrzweckkliniken,,Polikliniker,,Polycliniques,,,Πολυκλινικές,,Policlínicas ,,Policlínicas,,Polikliniky,,Poliklinike,,Polikliniky,,Poliklinike,
,Maternity,,Entbindungsstationen,,Mammakläder,,Maternité,,,Μητρότητα,,Maternidad,,Maternidade,,Porodnice,,Materinstvo,,Materstvo,,Porodilište,
,Tattoo and Body Piercing,,Tattoo- und Piercing-Studios,,Tatueringar och piercing,,Tatouages et perçage,,,Τατουάζ και Piercing Σώματος,,Tatuajes y piercings,,Tatuagem e Body Piercing,,Tetování a body piercing,,Tatuji in piercingi,,Tetovanie a piercing,,Tetoviranje i pirsing,
,Spas,,Spas,,Spa,,Spas,,,Σπα,,Spas,,Spas,,Lázně,,Toplice,,Kúpele,,Banje,
,Dental Services,,Zahnärztliche Dienstleistungen,,Tandvård,,Cliniques dentaires,,,Οδοντιατρικές Υπηρεσίες,,Servicios dentales,,Serviços Odontológicos,,Zubařské služby,,Zobozdravstvene storitve,,Zubná starostlivosť,,Stomatološke usluge,
,Carpet Cleaning,,Teppichreinigung,,Mattrengöring,,Nettoyage de tapis,,,Καθαριστήρια Ταπήτων,,Limpieza de moquetas,,Limpeza de Tapetes,,Čištění koberců,,Čiščenje preprog,,Čistenie kobercov,,Praonica tepiha,
,Translation; Legalization and Typing Services,,Übersetzungsdienstleistungen,,"Översättning, legalisering och maskinskrivning",,"Services de traduction, de légalisation et de dactylographie",,,Μετάφραση: Υπηρεσίες Επικύρωσης και Δακτυλογράφησης,,"Servicios de traducción, legalización y mecanografía",,Tradução; Serviços de Legalização e Digitação,,Překladatelství; soudní ověřování a písařství,,Prevodi; Legalizacija in tipkanje,,"Služby v oblasti prekladov, legalizácie a písania",,"Usluge prevođenje, legalizacije i daktilografije",
,ATMs,,Geldautomaten,,Bankomater,,Guichets automatiques,,,ATM,,Cajeros automáticos,,ATMs,,Bankomaty,,Bankomati,,Bankomaty,,Bankomati,
,Bars and Bistros,,Bars und Bistros,,Barer och bistroer,,Bars et bistros,,,Μπαρ και Μπιστρό,,Bares and bistrós,,Bares e Bistros,,Bary a bistra,,Bari in bistroji,,Bary a bistrá,,Barovi i bistroi,
,Pubs,,Kneipen,,Pubar,,Pubs,,,Παμπ,,Bares,,Pubs,,Hospody,,Pubi,,Krčmy,,Pabovi,
158,Fast Food Restaurants,,Restaurants – Fast Food,,Snabbmatsrestauranger,,Restauration rapide,,,Εστιατόρια - Ταχυφαγεία,,Restaurantes – comida rápida,,Restaurantes - Comida Rápida,,Restaurace s rychlým občerstvením,,Restavracije – hitra hrana,,Reštaurácie – rýchle občerstvenie,,Restorani brze hrane,
,Irish Pubs,,Irish Pubs,,Irländska pubar,,Pubs irlandais,,,Ιρλανδικές Παμπ,,Pubs irlandeses,,Irish Pubs,,Irské hospody,,Irski pubi,,Írske krčmy,,Irski pabovi,
,Cafes,,Cafés ,,Kaféer,,Cafés,,,Καφέ,,Cafeterías,,Cafés,,Kavárny,,Kavarne,,Kaviarne,,Kafići,
,Catering,,Catering,,Catering,,Services de traiteur,,,Τροφοδοσία,,Catering,,Catering,,Catering,,Catering,,Catering,,Ugostiteljske usluge,
,Taverns,,Lokale,,Tavernor,,Tavernes,,,Ταβέρνες,,Tabernas,,Tabernas,,Taverny,,Taverne,,Hostince,,Konobe,
,Piano Bars,,Piano-Bars,,Pianobarer,,Pianos-bars,,,Πιάνο Μπαρ,,Piano bar,,Piano Bars,,Pianobary,,Piano bari,,Piano bary,,Piano barovi,
,Pizzerias,,Pizzerien,,Pizzerior,,Pizzérias,,,Πιτσαρίες,,Pizzerías,,Pizzarias,,Pizzerie,,Picerije,,Pizzerie,,Picerije,
,Restaurants,,Restaurants,,Restauranger,,Restaurants,,,Εστιατόρια,,Restaurantes,,Restaurantes,,Restaurace,,Restavracije,,Reštaurácie,,Restorani,
,Greek Restaurants,,Griechische Restaurants,,Grekiska restauranger,,Restaurants grecs,,,Ελληνικά Εστιατόρια,,Restaurantes griegos,,Restaurantes Gregos,,Řecké restaurace,,Grške restavracije,,Grécke reštaurácie,,Grčki restorani,
167,Exotic Restaurants,,Exotische Restaurants,,Exotiska restauranger,,Restaurants - cuisine exotique,,,Εστιατόρια - Εξωτική Κουζίνα,,Restaurantes – comida exótica,,Restaurantes - Cozinha Exótica,,Exotické restaurace,,Restavracije – eksotična kuhinja,,Reštaurácie – exotická kuchyňa,,Restorani egzotične kuhinje,
,Indian Restaurants,,Indische Restaurants,,Indiska restauranger,,Restaurants indiens,,,Ινδικά Εστιατόρια,,Restaurantes indios,,Restaurantes Indianos,,Indické restaurace,,Indijske restavracije,,Indické reštaurácie,,Indijski restorani,
169,Restaurants - International Cuisine,,Internationale Restaurants,,Restauranger – Internationell matlanging,,Restaurants - cuisine internationale,,,Εστιατόρια - Διεθνής Κουζίνα,,Restaurantes – cocina internacional,,Restaurantes - Cozinha Internacional,,Restaurace s mezinárodní kuchyní,,Restavracije – mednarodna kuhinja,,Reštaurácie – medzinárodná kuchyňa,,Restorani međunarodne kuhinje,
,Italian Restaurants,,Italienische Restaurants,,Italienska restauranger,,Restaurants italiens,,,Ιταλικά Εστιατόρια,,Restaurantes italianos,,Restaurantes Italianos,,Italské restaurace,,Italijanske restavracije,,Talianske reštaurácie,,Italijanski restorani,
,Chinese Restaurants,,Chinesische Restaurants,,Kinesiska restauranger,,Restaurants chinois,,,Κινέζικα Εστιατόρια,,Restaurantes chinos,,Restaurantes Chineses,,Čínské restaurace,,Kitajske restavracije,,Čínske reštaurácie,,Kineski restorani,
,Seafood Restaurants,,Fisch-Restaurants,,Fisk- och skaldjursrestauranger,,Restaurants de fruits de mer,,,Εστιατόρια Θαλασσινών,,Marisquerías,,Marisqueiras,,Restaurace s mořskými plody,,Restavracije z morsko hrano,,Reštaurácie s darmi mora,,Restorani morske hrane,
,Serbian Restaurants,,Serbische Restaurants,,Serbiska restauranger,,Restaurants serbes,,,Σερβικά Εστιατόρια,,Restaurantes serbios,,Restaurantes Sérvios,,Srbské restaurace,,Srbske restavracije,,Srbské reštaurácie,,Srpski restorani,
,Sushi Restaurants,,Sushi-Restaurants,,Sushirestauranger,,Restaurants de sushi,,,Εστιατόρια Σούσι,,Restaurantes de sushi,,Restaurantes de Sushi,,Suši,,Suši restavracije,,Suši reštaurácie,,Suši restorani,
,Turkish Restaurants,,Türkische Restaurants,,Turkiska restauranger,,Restaurants turcs,,,Τουρκικά Εστιατόρια,,Restaurantes turcos,,Restaurantes Turcos,,Turecké restaurace,,Turške restavracije,,Turecké reštaurácie,,Turski restorani,
,French Restaurants,,Französische Restaurants,,Franska restauranger,,Restaurants français,,,Γαλλικά Εστιατόρια,,Restaurantes franceses,,Restaurantes Franceses,,Francouzské restaurace,,Francoske restavracije,,Francúzske reštaurácie,,Francuski restorani,
,Patisseries,,Patisserien,,Konditorier,,Pâtisseries,,,Ζαχαροπλαστεία,,Pastelerías,,Pastelarias,,Patisserie,,Slaščičarne,,Cukrárne,,Poslastičarnica,
,Ice-Cream Parlours,,Eiscafés,,Glassbarer,,Bars laitiers,,,Χώροι Παγωτού,,Heladerías,,Parlours de Gelados,,Cukrárny se zmrzlinou,,Sladoledni saloni,,Zmrzlinárne,,Prodavnica sladoleda,
,Tea Rooms,,Teestuben,,Teserveringer,,Salons de thé,,,Αίθουσες Τσαγιού,,Salones de té,,Salões de Chá,,Čajovny,,Čajne sobe,,Čajovne,,Čajdžinica,
,Campsites,,Campingplätze,,Campingplatser,,Terrains de camping,,,Κάμπινγκ,,Campings,,Parques de Campismo,,Tábořiště,,Kampi,,Kempy,,Kampovi,
,Ecotourism,,Ökotourismus,,Ekoturism,,Écotourisme,,,Οικοτουρισμός,,Ecoturismo,,Ecoturismo,,Ekoturistika,,Eko turizem  ,,Eko turizmus,,Ekoturizam,
,Holiday Centres,,Ferienzentren,,Lägenhetshotell,,Centres de villégiature,,,Κέντρα Διακοπών,,Centros de vacaciones,,Centros de Férias,,Prázdninová střediska,,Počitniški centri,,Dovolenkové strediská,,Centri za odmor,
,Holiday Villas and Bungalows,,Ferienvillen und Bungalows,,Semestervillor,,Villas et maisons de vacances,,,Βίλες και Μπανγκαλόου Διακοπών,,Bungalós y chalés de vacaciones,,Villas e Bungalows de Férias,,Prázdninové vily a bungalovy,,Počitniške vile in bungalovi,,Dovolenkové vily a bungalovy,,Vile i bungalovi za odmor,
,Hostels,,Hostels,,Gästhem,,Auberges,,,Ξενώνες,,Hostales,,Pensões,,Hostely,,Hostli,,Hostely,,Hosteli,
,Hotels,,Hotels,,Hotell,,Hôtels,,,Ξενοδοχεία,,Hoteles,,Hotéis,,Hotely,,Hoteli,,Hotely,,Hoteli,
,Motels,,Motels,,Motell,,Motels,,,Μοτέλ,,Moteles,,Motéis,,Motely,,Moteli,,Motely,,Moteli,
,Mountain Hostels,,Berghostels,,Vandrarhem,,Auberges de montagne,,,Ορεινοί Ξενώνες,,Hostales de montaña,,Pensões de Montanha,,Horské hotely,,Gorski hostli,,Horské hotely,,Planinski hosteli,
,Rural Tourism,,Ländlicher Tourismus,,Landsbygdsturism,,Tourisme rural,,,Αγροτουρισμός,,Turismo rural,,Turismo Rural,,Venkovská turistika,,Podeželski turizem,,Vidiecky turizmus,,Seoski turizam,
,Locksmiths and Keys,,Schlüsseldienste,,Låssmeder och nycklar,,Serruriers,,,Κλειδαράδες και Κλειδιά,,Cerrajeros y llaves,,Serralheiros e Chaves,,Zámečnictví a výroba klíčů,,Ključavničarstvo in ključi ,,Železiarstvo a kľúče,,Bravari i ključari,
,Driving Schools and Instructors,,Fahrschulen,,Körskolor,,Écoles et professeurs de conduite,,,Σχολές και Εκπαιδευτές Οδήγησης,,Autoescuelas e instructores de conducción,,Escolas e Instrutores de Condução,,Autoškoly,,Šole vožnje in inštruktorji,,Autoškoly a inštruktori šoférovania ,,Auto škole i instruktori,
,Vets and Pet Care,,Tierärzte,,Veterinärer och djurvård,,Vétérinaires et soins animaliers,,,Κτηνίατροι και Φροντίδα Κατοικίδιων,,Veterinarios y cuidado de mascotas,,Veterinários e Cuidado de Animais de Estimação,,Veterináři,,Veterinarji in oskrba živali,,Veterinári a starostlivosť o zvieratá,,Veterinari i briga o kućnim ljubimcima,
,Car Washes,,Waschanlagen,,Biltvättar,,Stations de lavage pour automobiles,,,Πλυντήρια Αυτοκινήτων,,Lavado de coches,,Lavagem Automóvel,,Myčky aut,,Avtopralnice,,Umývanie áut,,Autopraonice,
,Household and Professional Appliances Repairs,,Reparaturen von Haushaltsgeräten,,Reparationsverkstäder för hushållsutrustning,,Réparation d’appareils ménagers et commerciaux,,,Επισκευές Οικιακών και Επαγγελματικών Συσκευών,,Reparación de aparatos domésticos y profesionales,,Reparação de Aparelhos Domésticos e Profissionais,,Oprava domácích i profesionálních spotřebičů,,Popravilo hišnih in profesionalnih naprav,,Domáca a profesionálna oprava spotrebičov,,Aparati za domaćinstvo i profesionalni aparati,
,Computer Maintenance and Repairs,,Computerwartung und Reparatur,,Datorservice och reparationer,,Techniciens informatiques,,,Συντήρηση και Επισκευές Υπολογιστών,,Mantenimiento y reparación de ordenadores,,Manutenção e Reparação de Computadores,,Údržba a opravy počítačů,,Vzdrževanje in popravilo računalnikov,,Údržba a oprava počítačov,,Održavanje i servisiranje računara,
,Courier Services,,Kurierdienste,,Kurirtjänster,,Services de messagerie,,,Υπηρεσίες Κούριερ,,Servicios de mensajería,,Serviços de Correio,,Kurýrní služby,,Kurirske storitve,,Kuriérske služby,,Kurirske usluge,
,Shoe and Leather Goods Repairs,,Schuhmacher und Lederer,,Skomakare,,Cordonniers,,,Επισκευές Υποδημάτων και Δερμάτινων Ειδών,,Reparación de zapatos y artículos de cuero,,Reparação de Artigos de Calçado e Couro,,Opravny obuvi a kůže,,Popravilo čevljev in usnjenih izdelkov,,Opravy topánok a koženého tovaru,,Obućari i kožari,
,Building and Repair Services,,Hausmeisterdienste,,Byggnadsreparationer,,Services de réparation et de construction,,,Οικοδομικές και Επισκευαστικές Υπηρεσίες,,Servicios de construcción y reparaciones,,Serviços de Construção e Reparação,,Stavební a opravářské služby,,Gradbene storitve in popravila,,Stavebné a opravárske služby,,Kućni majstori,
,Taxis,,Taxiunternehmen,,Taxi,,Taxis,,,Ταξί,,Taxis,,Táxis,,Taxislužby,,Taksiji,,Taxi,,Taksi službe,
,Dry Cleaning,,Trockenreinigung,,Kemtvätt,,Nettoyage à sec,,,Στεγνοκαθαριστήρια,,Lavado en seco,,Lavagem a Seco,,Čistírny,,Suho čiščenje,,Chemické čistenie,,Hemijsko čišćenje,
,Kennels and Catteries,,Hunde- und Katzenheim,,Kennlar och katterier,,Chenils et animaleries,,,Κυνοκομεία και Εκτροφεία,,Albergues para gatos y perros,,Canis e Gatis,,Psí a kočičí útulky,,Pasji in mačji hoteli,,Chovateľské stanice pre psi a mačky,,Smještaj za pse i mačke,
,Dressmaking Services,,Kleidermacher,,Skräddare,,Couturiers,,,Υπηρεσίες Ένδυσης,,Modistas,,Serviços de Costura,,Dámské krejčovství,,Izdelava oblek,,Krajčírske služby,,Krojači,
,Horse Riding,,Reiten,,Ridning,,Équitation,,,Ιππασία,,Equitación,,Equitação,,Jezdectví,,Konjeništvo,,Jazda na koni,,Jahanje konja,
,Hunting and Fishing,,Jagen und Fischen,,Jakt och fiske,,Chasse et pêche,,,Κυνήγι και Ψάρεμα,,Caza y pesca,,Caça e Pesca,,Lov a rybaření,,Lov in ribolov,,Lov a rybárčenie,,Lov i ribolov,
,Divers; Diving Schools and Equipment,,Tauchen; Tauchschule und Ausrüstung,,Dykare: Dykskolor och utrustning,,Écoles et équipement de plongée,,,Δύτες: Σχολές καταδύσεων και Εξοπλισμός,,Escuelas y equipos de buceo,,Mergulhadores ; Escolas e Equipamentos de Mergulho,,Potápění; školy potápění a vybavení,,Potapljanje; Potapljaška šola in oprema,,"Potápači, školy potápania a vybavenie",,Ronioci; Ronilačke škole i oprema,
,Extreme Sports and Outdoor Pursuits,,Extremsport und Outdoor-Aktivitäten,,Extremsporter och utomhusaktiviteter,,Sports extrêmes et plein air,,,Ακραίος Αθλητισμός και Υπαίθριες Δραστηριότητες,,Actividades y deportes extremos al aire libre,,Desportos Radicais e Atividades ao Ar Livre,,Extrémní sporty a outdoorové aktivity,,Ekstremni športi in zunanje aktivnosti,,Extrémne športy a aktivity pod holým nebom,,Ekstremni sportovi i aktivnosti na otvorenom,
,Fitness Clubs and Gyms,,Fitnessstudios,,Motionsklubbar och gym,,Gyms et centres de conditionnement physique,,,Γυμναστήρια,,Gimnasios y clubes de fitness,,Clubes e Ginásios de Fitness,,Fitnesskluby a posilovny,,Fitnes klubi in telovadnice,,Fitnes kluby a telocvične,,Fitnes klubovi i teretane,
,Golf,,Golf,,Golf,,Golf,,,Γκολφ,,Golf,,Golfe,,Golf,,Golf,,Golf,,Golf,
,Martial Arts and Sports,,Kampfsport und Kampfkunst,,Kampsport,,Arts martiaux,,,Πολεμικές Τέχνες και Αθλήματα,,Deportes y artes marciales,,Artes e Desportos Marciais,,Bojové umění a sport,,Borilne veščine in športi,,Bojové umenia a športy,,Borilačke vještine i sportovi,
